Hs 792(C).M	CRL-7522		atcc	CellLine
Hs 793.Sk	CRL-7523		atcc	CellLine
Hs 795.Pl	CRL-7526		atcc	CellLine
Hs 798.Pl	CRL-7529		atcc	CellLine
Hs 799.Pl	CRL-7530		atcc	CellLine
Hs 804.Sk	CRL-7535		atcc	CellLine
Hs 819.T	CRL-7891		atcc	CellLine
Hs 821.T	CRL-7554		atcc	CellLine
Hs 822.T	CRL-7556		atcc	CellLine
Hs 832(C).T	CRL-7566		atcc	CellLine
CRL-7569	CRL-7569		atcc	CellLine
Hs 839.T	CRL-7572		atcc	CellLine
Hs 840.T	CRL-7573		atcc	CellLine
Hs 841.T	CRL-7574_FL		atcc	CellLine
Hs 849.T	CRL-7583_FL		atcc	CellLine
Hs 851.T	CRL-7584_FL		atcc	CellLine
Hs 852.T	CRL-7585		atcc	CellLine
Hs 855.T	CRL-7592		atcc	CellLine
Hs 856.T	CRL-7593		atcc	CellLine
Hs 860.T	CRL-7595		atcc	CellLine
Hs 861.T	CRL-7596		atcc	CellLine
Hs 863.T	CRL-7598		atcc	CellLine
Hs 865.Sk	CRL-7601		atcc	CellLine
Hs 867.Sk	CRL-7603		atcc	CellLine
Hs 870.T	CRL-7606		atcc	CellLine
Hs 875.T	CRL-7612		atcc	CellLine
Hs 88.T	CRL-7060		atcc	CellLine
Hs 888.Lu	CRL-7624		atcc	CellLine
Hs 888.Sk	CRL-7623		atcc	CellLine
Hs 888.T	CRL-7622		atcc	CellLine
Hs 889.Sk	CRL-7625_FL		atcc	CellLine
Hs 890.Sk	CRL-7627_FL		atcc	CellLine
Hs 890.T	CRL-7628		atcc	CellLine
Hs 891.T	CRL-7629		atcc	CellLine
Hs 894(A).T	CRL-7631_FL		atcc	CellLine
Hs 895.Sk	CRL-7636		atcc	CellLine
Hs 895.T	CRL-7637		atcc	CellLine
Hs 898.T	CRL-7641_FL		atcc	CellLine
Hs 899(C).T	CRL-7644_FL		atcc	CellLine
Hs 906(A).M	CRL-7653		atcc	CellLine
Hs 906(B).T	CRL-7654		atcc	CellLine
Hs 910.Thm	CRL-7660_FL		atcc	CellLine
Hs 913(F).T	CRL-7668		atcc	CellLine
Hs 913T	HTB-152		atcc	CellLine
Hs 917.T	CRL-7669		atcc	CellLine
Hs 919.Sk	CRL-7671		atcc	CellLine
Hs 919.T	CRL-7672		atcc	CellLine
Hs 925.Sk	CRL-7676		atcc	CellLine
Hs 925.T	CRL-7677		atcc	CellLine
Hs 926.T	CRL-7678		atcc	CellLine
Hs 929.Sk	CRL-7681		atcc	CellLine
Hs 93.T	CRL-7062		atcc	CellLine
Hs 934.T	CRL-7684		atcc	CellLine
Hs 936.T	CRL-7686_FL		atcc	CellLine
Hs 936.T(C1)	CRL-7687		atcc	CellLine
Hs 939.T	CRL-7690		atcc	CellLine
Hs 94.T	CRL-7064		atcc	CellLine
Hs 940.T	CRL-7691		atcc	CellLine
Hs 944.T	CRL-7693		atcc	CellLine
Hs 97.Fs	CRL-7065		atcc	CellLine
HS-27A	CRL-2496		atcc	CellLine
HS-5	CRL-11882		atcc	CellLine
HS-Sultan	CRL-1484		atcc	CellLine
Hs27	CRL-1634		atcc	CellLine
Hs68	CRL-1635		atcc	CellLine
Hs888Lu	CCL-211		atcc	CellLine
HT	CRL-2260		atcc	CellLine
HT 297.T	CRL-7782		atcc	CellLine
HT-1080	CCL-121		atcc	CellLine
HT-1197	CRL-1473		atcc	CellLine
HT-1376	CRL-1472		atcc	CellLine
HT-29	HTB-38		atcc	CellLine
HT-3	HTB-32		atcc	CellLine
